country_name,country_code,year,births_per_1000,death_by_injury_percentage,deaths_per_1000,births_per_woman,gini_index,hospital_beds_per_1000,female_life_expectancy,male_life_expectancy,neonatal_deaths_per_1000,annual_population_growth_percentage,population_in_slums_percentage,prenatal_care_percentage
Guyana,GUY,1973,35.43,,9.42,4.87,,,62.72,57.94,34.2,1.17,,
Honduras,HND,1973,45.94,,12.88,6.98,,,56.09,53.08,37.3,3.01,,
Haiti,HTI,1973,40.58,,17.5,5.81,,,49.85,46.48,75.0,1.91,,
Jamaica,JAM,1973,32.62,,8.43,5.0,,,69.6,65.47,23.4,1.52,,
St. Kitts and Nevis,KNA,1973,26.53,,11.81,3.97,,,65.33,59.44,,-0.35,,
St. Lucia,LCA,1973,36.27,,8.05,5.69,,,66.33,62.57,18.4,1.4,,
Mexico,MEX,1973,42.12,,8.97,6.12,,,62.79,58.33,39.2,2.99,,
Nicaragua,NIC,1973,46.38,,12.54,6.59,,,58.15,52.03,,2.9,,
Panama,PAN,1973,35.04,,6.72,4.74,,,67.72,64.04,28.2,2.71,,
Peru,PER,1973,40.66,,13.18,5.97,,,58.99,55.76,41.6,2.59,,
Paraguay,PRY,1973,35.42,,8.95,5.35,,,64.74,61.37,29.7,2.42,,
El Salvador,SLV,1973,42.23,,13.91,5.93,,,55.96,49.83,,2.34,,
Suriname,SUR,1973,32.63,,10.2,5.01,,,62.81,57.26,,-0.41,,
Trinidad and Tobago,TTO,1973,27.65,,7.6,3.47,,,67.78,63.1,29.9,1.27,,
Uruguay,URY,1973,20.45,,9.8,2.86,,,72.84,66.15,26.6,0.55,,
St. Vincent and the Grenadines,VCT,1973,38.55,,8.64,5.59,,,66.28,63.71,22.6,0.92,,
Venezuela,VEN,1973,35.72,,6.22,4.91,,,67.93,63.7,,2.97,,
Argentina,ARG,1974,24.49,,9.25,3.22,,,70.37,62.81,23.4,1.64,,
Antigua and Barbuda,ATG,1974,22.92,,6.16,2.93,,,73.78,68.02,13.3,-0.44,,
Bahamas,BHS,1974,27.23,,6.04,3.57,,,70.67,64.73,21.7,2.24,,
Belize,BLZ,1974,40.64,,8.38,6.29,,,66.88,63.11,31.4,1.37,,
Bolivia,BOL,1974,41.47,,17.66,5.8,,,50.6,46.91,57.8,2.26,,
Brazil,BRA,1974,33.68,,9.66,4.5,,,61.54,56.76,42.6,2.4,,
Barbados,BRB,1974,21.38,,6.84,2.65,,,71.32,67.21,24.1,0.18,,
Chile,CHL,1974,26.09,,7.41,3.29,,,68.25,62.09,26.0,1.59,,
Colombia,COL,1974,33.11,,7.31,4.53,,,65.77,61.26,28.3,2.25,,
Costa Rica,CRI,1974,29.89,,5.21,3.89,,,71.37,67.58,18.7,2.55,,
Cuba,CUB,1974,24.08,,6.47,3.16,,,71.55,68.36,18.6,1.28,,
Dominica,DMA,1974,25.45,,7.64,3.84,,,70.7,66.16,16.2,0.71,,
Dominican Republic,DOM,1974,39.13,,9.09,5.44,,,62.69,58.96,39.3,2.72,,
Ecuador,ECU,1974,38.87,,10.07,5.58,,,63.22,58.27,42.6,2.88,,
Grenada,GRD,1974,30.2,,6.24,3.92,,,70.04,65.38,,-0.23,,
Guatemala,GTM,1974,44.14,,13.22,6.46,,,54.87,51.34,46.3,2.53,,
Guyana,GUY,1974,34.52,,9.34,4.64,,,62.81,58.04,33.9,1.08,,
Honduras,HND,1974,45.81,,14.15,6.91,,,53.26,51.76,36.9,2.89,,
Haiti,HTI,1974,40.51,,17.33,5.78,,,50.07,46.78,72.8,1.92,,
Jamaica,JAM,1974,31.26,,8.39,4.66,,,69.87,65.82,23.1,1.5,,
St. Kitts and Nevis,KNA,1974,27.1,,11.78,3.81,,,65.76,59.77,,-0.32,,
St. Lucia,LCA,1974,36.12,,7.65,5.57,,,67.36,63.22,17.1,1.46,,
Mexico,MEX,1974,41.18,,8.57,5.95,,,63.62,58.83,37.5,2.93,,
Nicaragua,NIC,1974,46.16,,12.3,6.52,,,58.61,52.34,39.1,3.08,,
Panama,PAN,1974,34.18,,6.38,4.58,,,68.55,64.74,27.0,2.66,,
Peru,PER,1974,40.09,,12.79,5.84,,,59.37,56.24,40.5,2.53,,
Paraguay,PRY,1974,35.22,,8.92,5.27,,,64.88,61.59,29.3,2.49,,
El Salvador,SLV,1974,41.91,,13.66,5.82,,,56.52,49.58,,2.3,,
Suriname,SUR,1974,32.38,,10.15,4.81,,,62.94,57.37,,-0.53,,
Trinidad and Tobago,TTO,1974,27.12,,7.51,3.32,,,67.94,63.15,29.4,1.25,,
Uruguay,URY,1974,21.14,,9.86,2.96,,,73.05,66.29,26.3,0.59,,
St. Vincent and the Grenadines,VCT,1974,37.27,,8.52,5.38,,,66.59,64.07,22.4,0.87,,
Venezuela,VEN,1974,35.3,,6.03,4.79,,0.34,68.49,64.1,,2.94,,
Argentina,ARG,1975,24.93,,9.1,3.27,,,70.91,63.37,23.3,1.61,,
Antigua and Barbuda,ATG,1975,22.32,,6.21,2.77,,,74.14,68.37,12.6,-0.34,,
Bahamas,BHS,1975,26.1,,5.86,3.42,,,71.22,65.28,21.7,2.19,,
Belize,BLZ,1975,41.15,,8.22,6.28,,,67.41,63.49,30.8,1.7,,
Bolivia,BOL,1975,41.11,,17.19,5.75,,2.06,51.18,47.49,56.5,2.27,,
Brazil,BRA,1975,33.48,,9.46,4.42,,5.0,61.99,57.26,41.3,2.38,,
Barbados,BRB,1975,19.95,,6.73,2.45,,,71.62,67.74,23.0,0.16,,
Chile,CHL,1975,25.48,,7.03,3.18,,,69.21,63.02,24.4,1.57,,
Colombia,COL,1975,32.73,,7.09,4.4,,,66.39,61.68,27.6,2.21,,
Costa Rica,CRI,1975,29.79,,4.95,3.8,,,72.32,68.25,17.3,2.57,,
Cuba,CUB,1975,21.65,,6.36,2.82,,,72.0,68.91,17.1,1.12,,
Dominica,DMA,1975,23.37,,7.41,3.46,,,71.2,66.63,16.1,0.67,,
Dominican Republic,DOM,1975,38.37,,8.78,5.24,,2.5,63.21,59.43,38.9,2.66,,
Ecuador,ECU,1975,38.22,,9.78,5.43,,2.55,63.58,58.67,41.2,2.85,,
Grenada,GRD,1975,29.02,,6.36,3.75,,,70.1,65.58,,-0.37,,
Guatemala,GTM,1975,44.08,,13.32,6.41,,2.0,54.68,51.16,44.8,2.44,,
Guyana,GUY,1975,33.85,,9.27,4.45,,4.97,62.9,58.1,33.7,0.99,,
Honduras,HND,1975,46.05,,11.14,6.87,,1.7,59.35,55.76,35.4,2.97,,
Haiti,HTI,1975,40.4,,17.15,5.75,,0.78,50.3,47.08,70.6,1.93,,
Jamaica,JAM,1975,30.54,,8.38,4.44,,5.0,70.1,66.11,22.8,1.4,,
St. Kitts and Nevis,KNA,1975,27.58,,11.8,3.68,,,66.1,60.06,,-0.3,,
St. Lucia,LCA,1975,35.62,,7.4,5.36,,,68.2,63.33,16.2,1.5,,
Mexico,MEX,1975,40.06,,8.18,5.74,,,64.52,59.35,35.9,2.86,,
Nicaragua,NIC,1975,45.86,,12.05,6.44,,2.41,59.1,52.6,37.9,3.06,,
Panama,PAN,1975,33.3,,6.08,4.41,,3.38,69.45,65.26,26.0,2.6,,
Peru,PER,1975,39.48,,12.45,5.71,,2.5,59.74,56.74,39.6,2.49,,
Paraguay,PRY,1975,34.93,,8.82,5.18,,1.68,65.05,61.83,28.9,2.48,,
El Salvador,SLV,1975,41.52,,13.19,5.7,,1.99,56.9,50.21,,2.23,,
Suriname,SUR,1975,32.1,,10.15,4.63,,,63.07,57.48,,-0.64,,
Trinidad and Tobago,TTO,1975,26.85,,7.42,3.21,,4.99,68.16,63.21,28.8,1.21,,
Uruguay,URY,1975,21.52,,9.89,3.02,,5.0,73.26,66.43,24.8,0.64,,
St. Vincent and the Grenadines,VCT,1975,35.99,,8.36,5.16,,,67.02,64.54,22.4,0.83,,
Venezuela,VEN,1975,35.01,,5.87,4.69,,0.33,69.04,64.5,,2.92,,
Argentina,ARG,1976,25.24,,9.17,3.32,,,70.98,63.41,23.0,1.57,,
Antigua and Barbuda,ATG,1976,23.12,,6.27,2.78,,,74.5,68.73,11.9,-0.12,,
Bahamas,BHS,1976,25.18,,5.76,3.3,,,71.64,65.64,21.5,2.17,,
Belize,BLZ,1976,41.77,,8.08,6.25,,,67.84,63.83,30.2,2.06,,
Bolivia,BOL,1976,41.2,,16.74,5.74,,,51.76,48.18,55.1,2.29,,
Brazil,BRA,1976,33.32,,9.29,4.34,,,62.4,57.73,39.9,2.38,,
Barbados,BRB,1976,18.55,,6.66,2.24,,,71.95,68.07,21.7,0.11,,
Chile,CHL,1976,24.93,,6.76,3.08,,,69.87,63.89,22.8,1.55,,
Colombia,COL,1976,32.51,,6.85,4.28,,,67.11,62.22,26.8,2.18,,
Costa Rica,CRI,1976,29.89,,4.74,3.75,,,73.14,68.83,16.1,2.6,,
Cuba,CUB,1976,19.37,,6.27,2.51,,,72.45,69.46,16.1,0.96,,
Dominica,DMA,1976,21.88,,7.29,3.19,,,71.54,67.0,15.7,0.62,,
Dominican Republic,DOM,1976,37.68,,8.49,5.05,,,63.73,59.89,38.2,2.61,,
Ecuador,ECU,1976,37.57,,9.52,5.28,,,63.9,59.04,39.8,2.81,,
Grenada,GRD,1976,27.98,,6.56,3.6,,,70.02,65.56,,-0.5,,
Guatemala,GTM,1976,44.03,,16.58,6.37,,,48.53,46.77,43.8,2.16,,
Guyana,GUY,1976,33.26,,9.22,4.28,,,62.98,58.16,33.4,0.92,,
Honduras,HND,1976,46.0,,10.87,6.81,,,60.06,56.32,34.5,3.12,,
Haiti,HTI,1976,40.25,,16.98,5.71,,,50.5,47.38,68.3,1.93,,
Jamaica,JAM,1976,29.82,,8.37,4.21,,,70.31,66.4,22.6,1.31,,
St. Kitts and Nevis,KNA,1976,28.0,,11.84,3.59,,,66.41,60.36,,-0.28,,
St. Lucia,LCA,1976,35.38,,7.23,5.16,,,68.78,63.32,15.8,1.52,,
Mexico,MEX,1976,39.06,,7.86,5.54,,,65.19,59.87,34.3,2.78,,
Nicaragua,NIC,1976,45.61,,11.82,6.37,,,59.59,52.82,36.7,3.04,,
Panama,PAN,1976,32.48,,5.86,4.26,,,70.13,65.69,25.0,2.54,,
Peru,PER,1976,38.9,,12.16,5.58,,,60.07,57.14,38.8,2.47,,
Paraguay,PRY,1976,34.82,,8.73,5.12,,,65.24,62.08,28.4,2.47,,
El Salvador,SLV,1976,41.16,,12.53,5.59,,,58.28,50.78,,2.16,,
Suriname,SUR,1976,31.62,,10.17,4.44,,,63.2,57.59,,-0.74,,
Trinidad and Tobago,TTO,1976,26.81,,7.24,3.14,,,68.52,63.6,28.3,1.21,,
Uruguay,URY,1976,21.38,,9.9,3.0,,,73.47,66.57,22.9,0.66,,
St. Vincent and the Grenadines,VCT,1976,34.77,,8.14,4.95,,,67.6,65.16,22.7,0.8,,
Venezuela,VEN,1976,34.74,,5.68,4.59,,0.34,69.61,65.08,,2.91,,
Argentina,ARG,1977,25.48,,8.94,3.36,,,71.56,63.94,22.4,1.58,,
Antigua and Barbuda,ATG,1977,23.91,,6.31,2.78,,,74.88,69.07,11.1,0.16,,
Bahamas,BHS,1977,24.29,,5.72,3.17,,,71.94,65.83,20.9,2.15,,
Belize,BLZ,1977,42.23,,7.94,6.2,,,68.27,64.16,29.5,2.07,,
Bolivia,BOL,1977,40.89,,16.43,5.67,,,52.15,48.62,53.8,2.31,,
Brazil,BRA,1977,33.17,,9.12,4.27,,,62.83,58.2,38.6,2.39,,
Barbados,BRB,1977,18.43,,6.55,2.2,,,72.51,68.57,20.4,0.07,,
Chile,CHL,1977,24.45,,6.54,2.98,,,70.61,64.56,21.3,1.53,,
Colombia,COL,1977,32.17,,6.64,4.16,,,67.79,62.72,26.0,2.22,,
Costa Rica,CRI,1977,30.04,,4.59,3.7,,,73.79,69.34,14.7,2.63,,
Cuba,CUB,1977,17.29,,6.22,2.21,,,72.93,70.03,16.0,0.8,,
Dominica,DMA,1977,21.0,,7.24,3.02,,,71.8,67.37,15.3,0.54,,
Dominican Republic,DOM,1977,36.98,,8.23,4.84,,,64.23,60.31,37.4,2.57,,
Ecuador,ECU,1977,36.94,,9.16,5.13,,,64.44,59.52,38.3,2.77,,
Grenada,GRD,1977,27.14,,6.8,3.46,,,69.95,65.49,,-0.63,,
Guatemala,GTM,1977,43.9,,12.14,6.32,,,57.31,53.25,42.1,2.2,,
Guyana,GUY,1977,32.62,,9.15,4.12,,,63.14,58.23,33.1,0.85,,
Honduras,HND,1977,45.72,,10.6,6.73,,,60.53,56.95,33.7,3.11,,
Haiti,HTI,1977,40.11,,16.8,5.67,,,50.7,47.69,66.0,1.93,,
Jamaica,JAM,1977,29.18,,8.41,4.0,,,70.41,66.64,22.4,1.22,,
St. Kitts and Nevis,KNA,1977,27.99,,11.92,3.48,,,66.66,60.62,24.5,-0.29,,
St. Lucia,LCA,1977,35.28,,6.9,4.97,,,69.79,63.8,15.9,1.51,,
Mexico,MEX,1977,38.12,,7.58,5.36,,,65.86,60.24,32.9,2.71,,
Nicaragua,NIC,1977,45.32,,11.73,6.28,,,60.13,52.39,35.3,3.01,,
Panama,PAN,1977,31.73,,5.68,4.12,,,70.69,66.06,24.3,2.48,,
Peru,PER,1977,38.29,,11.88,5.44,,,60.42,57.45,38.1,2.47,,
Paraguay,PRY,1977,34.98,,8.68,5.08,,,65.43,62.31,28.0,2.47,,
El Salvador,SLV,1977,40.78,,12.54,5.47,,,58.62,49.95,,2.14,,
Suriname,SUR,1977,30.99,,10.22,4.26,,,63.33,57.7,,-0.83,,
Trinidad and Tobago,TTO,1977,27.27,,7.21,3.12,,,68.75,63.67,27.7,1.23,,
Uruguay,URY,1977,20.64,,9.88,2.9,,,73.72,66.7,21.5,0.62,,
St. Vincent and the Grenadines,VCT,1977,33.72,,8.01,4.75,,,68.03,65.56,22.8,0.79,,
Venezuela,VEN,1977,34.47,,5.54,4.49,,,70.3,65.33,,2.9,,
Argentina,ARG,1978,25.38,,8.86,3.36,,,71.71,64.54,21.4,1.6,,
Antigua and Barbuda,ATG,1978,22.93,,6.32,2.57,,,75.26,69.4,10.3,0.28,,
Bahamas,BHS,1978,23.56,,5.74,3.05,,,72.14,65.88,20.1,2.08,,
Belize,BLZ,1978,42.49,,7.86,6.11,,,68.44,64.4,28.7,2.06,,
Bolivia,BOL,1978,40.52,,16.08,5.61,,,52.49,49.17,52.5,2.3,,
Brazil,BRA,1978,32.98,,8.94,4.2,,,63.28,58.67,37.3,2.39,,
Barbados,BRB,1978,15.79,,6.38,1.84,,,73.04,69.06,19.2,-0.03,,
Chile,CHL,1978,24.01,,6.42,2.89,,,71.18,65.02,19.7,1.51,,
Colombia,COL,1978,31.53,,6.42,4.0,,,68.51,63.19,25.2,2.26,,
Costa Rica,CRI,1978,30.21,,4.45,3.66,,,74.46,69.71,13.2,2.66,,
Cuba,CUB,1978,15.13,,6.19,1.88,,,73.63,70.35,16.1,0.66,,
Dominica,DMA,1978,20.83,,7.2,2.96,,,72.13,67.86,15.0,0.44,,
Dominican Republic,DOM,1978,36.25,,8.0,4.64,,,64.68,60.7,36.4,2.53,,
Ecuador,ECU,1978,36.31,,8.84,4.99,,,64.9,59.97,37.1,2.74,,
Grenada,GRD,1978,26.58,,7.04,3.35,,,69.97,65.47,,-0.74,,
Guatemala,GTM,1978,43.73,,11.52,6.26,,,59.04,54.05,40.8,2.47,,
Guyana,GUY,1978,32.04,,9.1,3.97,,,63.25,58.3,32.8,0.78,,
Honduras,HND,1978,45.3,,10.33,6.63,,,61.08,57.49,32.9,3.09,,
Haiti,HTI,1978,39.91,,16.61,5.64,,,50.89,48.01,63.6,1.93,,
Jamaica,JAM,1978,28.74,,8.46,3.84,,,70.52,66.85,22.2,1.16,,
St. Kitts and Nevis,KNA,1978,27.16,,12.01,3.29,,,66.66,61.15,24.5,-0.33,,
St. Lucia,LCA,1978,35.62,,6.79,4.82,,,69.79,64.71,16.2,1.48,,
Mexico,MEX,1978,37.38,,7.35,5.2,,,66.48,60.53,31.7,2.65,,
Nicaragua,NIC,1978,44.85,,12.9,6.16,,,59.45,48.39,33.9,2.89,,
Panama,PAN,1978,31.09,,5.54,3.98,,,71.14,66.47,23.7,2.43,,
Peru,PER,1978,37.71,,11.54,5.3,,,60.87,57.73,37.7,2.49,,
Paraguay,PRY,1978,35.08,,8.62,5.04,,,65.63,62.54,27.5,2.49,,
El Salvador,SLV,1978,40.41,,12.08,5.36,,,59.26,50.59,,2.14,,
Suriname,SUR,1978,30.36,,10.31,4.08,,,63.47,57.81,,-0.93,,
Trinidad and Tobago,TTO,1978,27.84,,7.23,3.13,,,68.81,63.66,27.2,1.27,,
Uruguay,URY,1978,20.14,,9.86,2.83,,,73.98,66.81,20.2,0.56,,
St. Vincent and the Grenadines,VCT,1978,33.05,,7.93,4.55,,,68.44,65.94,22.5,0.76,,
Venezuela,VEN,1978,34.15,,5.43,4.4,,,70.87,65.55,,2.88,,
Argentina,ARG,1979,25.12,,8.8,3.34,,,72.0,65.07,20.3,1.6,,
Antigua and Barbuda,ATG,1979,24.26,,6.37,2.63,,,75.6,69.73,9.5,0.37,,
Bahamas,BHS,1979,22.87,,5.78,2.94,,,72.34,65.89,19.3,1.98,,
Belize,BLZ,1979,42.49,,7.69,5.99,,,68.76,64.75,27.9,2.11,,
Bolivia,BOL,1979,40.08,,15.69,5.54,,,52.95,49.74,51.3,2.28,,
Brazil,BRA,1979,32.73,,8.77,4.12,,,63.73,59.1,36.1,2.38,,
Barbados,BRB,1979,16.23,,6.34,1.86,,,73.39,69.54,18.1,-0.11,,
Chile,CHL,1979,23.55,,6.16,2.81,,,71.99,65.82,18.0,1.48,,
Colombia,COL,1979,31.24,,6.32,3.89,,,68.98,63.4,24.3,2.24,,
Costa Rica,CRI,1979,30.54,,4.32,3.65,,,74.93,70.25,12.2,2.7,,
Cuba,CUB,1979,14.57,,6.25,1.77,,,74.22,70.6,15.6,0.53,,
Dominica,DMA,1979,21.17,,7.72,2.96,,,70.74,67.44,14.5,0.32,,
Dominican Republic,DOM,1979,35.75,,8.06,4.47,,,64.33,60.63,35.1,2.5,,
Ecuador,ECU,1979,35.73,,8.54,4.86,,,65.36,60.42,35.7,2.71,,
Grenada,GRD,1979,26.86,,7.26,3.34,,,70.09,65.54,,-0.85,,
Guatemala,GTM,1979,43.63,,11.41,6.22,,,59.59,53.94,39.6,2.5,,
Guyana,GUY,1979,31.66,,9.06,3.86,,,63.36,58.37,32.5,0.71,,
Honduras,HND,1979,44.88,,10.04,6.53,,,61.65,58.07,32.2,3.08,,
Haiti,HTI,1979,39.68,,16.4,5.59,,,51.09,48.35,61.2,1.93,,
Jamaica,JAM,1979,28.57,,8.54,3.72,,,70.52,66.99,22.0,1.17,,
St. Kitts and Nevis,KNA,1979,27.12,,12.18,3.23,,,66.81,61.42,24.5,-0.43,,
St. Lucia,LCA,1979,34.92,,6.83,4.58,,,69.59,64.92,16.3,1.45,,
Mexico,MEX,1979,36.18,,7.12,4.96,,,67.07,60.81,30.6,2.58,,
Nicaragua,NIC,1979,44.58,,14.11,6.07,,,59.71,43.84,32.5,2.7,,
Panama,PAN,1979,30.71,,5.41,3.88,48.7,,71.59,66.81,23.1,2.4,,
Peru,PER,1979,37.13,,11.2,5.17,,,61.39,57.96,37.3,2.49,,
Paraguay,PRY,1979,35.58,,8.57,5.06,,,65.85,62.77,27.0,2.54,,
El Salvador,SLV,1979,40.1,,12.46,5.23,,,59.11,49.15,,1.94,,
Suriname,SUR,1979,29.8,,10.43,3.92,,,63.6,57.93,,-1.03,,
Trinidad and Tobago,TTO,1979,28.36,,7.17,3.13,,,68.95,63.94,26.7,1.3,,
Uruguay,URY,1979,19.33,,9.99,2.71,,,73.98,66.79,19.0,0.48,,
St. Vincent and the Grenadines,VCT,1979,32.12,,7.23,4.29,,,70.53,67.93,21.8,0.68,,
Venezuela,VEN,1979,33.81,,5.41,4.3,,,71.01,65.64,,2.86,,
Argentina,ARG,1980,24.72,,8.88,3.3,40.8,,72.05,65.28,19.0,1.59,,
Antigua and Barbuda,ATG,1980,21.95,,6.4,2.31,,,75.85,70.02,8.8,0.37,,
Bahamas,BHS,1980,22.35,,5.81,2.84,,4.4,72.56,65.96,18.5,1.86,,
Belize,BLZ,1980,42.23,,7.56,5.85,,,68.89,65.02,27.0,2.36,,
Bolivia,BOL,1980,39.72,,15.33,5.47,,,53.4,50.24,50.2,2.25,,
Brazil,BRA,1980,32.42,,8.59,4.04,,,64.19,59.54,35.0,2.36,,
Barbados,BRB,1980,15.7,,6.19,1.78,,8.53,73.9,70.19,17.2,0.1,,
Chile,CHL,1980,23.23,,6.0,2.74,,3.41,72.66,66.39,15.7,1.48,,
Colombia,COL,1980,31.05,,6.16,3.8,55.1,1.56,69.6,63.86,23.6,2.28,,
Costa Rica,CRI,1980,30.36,,4.2,3.58,,3.31,75.36,70.8,11.6,2.72,,
Cuba,CUB,1980,13.89,,6.31,1.64,,,74.85,70.75,14.6,0.42,,
Dominica,DMA,1980,22.11,,7.2,3.04,,,72.76,69.06,14.1,0.17,,
Dominican Republic,DOM,1980,35.14,,7.61,4.3,,,65.47,61.43,33.7,2.46,,
Ecuador,ECU,1980,35.2,,8.24,4.73,,1.91,65.84,60.89,34.2,2.69,,
Grenada,GRD,1980,26.92,,7.46,3.3,,5.77,70.31,65.69,,-1.0,,
Guatemala,GTM,1980,43.61,,11.95,6.17,,,59.31,51.85,38.5,2.53,,
Guyana,GUY,1980,31.39,,9.05,3.77,,,63.42,58.45,32.2,0.56,,
Honduras,HND,1980,44.31,,9.74,6.42,,1.32,62.25,58.6,31.3,3.06,,
Haiti,HTI,1980,39.52,,16.22,5.56,,0.74,51.23,48.65,58.8,1.92,,
Jamaica,JAM,1980,28.27,,8.55,3.59,,,70.64,67.24,21.8,1.23,,
St. Kitts and Nevis,KNA,1980,27.62,,12.4,3.26,,8.54,66.98,61.64,24.3,-0.43,,
St. Lucia,LCA,1980,34.17,,6.72,4.41,,,69.64,65.78,16.3,1.49,,
Mexico,MEX,1980,35.03,,6.9,4.74,,0.7,67.62,61.11,29.7,2.48,,
Nicaragua,NIC,1980,44.05,,10.66,5.96,,,62.04,54.06,31.2,2.74,,
Panama,PAN,1980,30.38,,5.31,3.8,,,71.96,67.16,22.4,2.38,,
Peru,PER,1980,36.49,,10.85,5.04,,,61.85,58.22,37.0,2.5,,
Paraguay,PRY,1980,36.17,,8.48,5.1,,,66.1,63.04,26.5,2.63,,
El Salvador,SLV,1980,39.84,,15.22,5.11,,,58.94,41.05,,1.33,,
Suriname,SUR,1980,29.19,,10.53,3.79,,8.93,63.74,58.05,,-0.59,,
Trinidad and Tobago,TTO,1980,29.07,,7.18,3.14,,,69.08,63.99,26.2,1.27,,
Uruguay,URY,1980,18.51,,9.88,2.59,,,74.31,66.96,17.9,0.41,,
St. Vincent and the Grenadines,VCT,1980,30.44,,7.78,3.92,,,69.19,66.61,20.6,0.71,,
Venezuela,VEN,1980,33.33,,5.44,4.2,,0.33,71.07,65.5,,2.82,,
Argentina,ARG,1981,24.25,,8.7,3.25,,,72.44,65.46,17.6,1.6,,
Antigua and Barbuda,ATG,1981,21.01,,6.47,2.17,,,76.05,70.29,8.2,0.24,,
Bahamas,BHS,1981,22.08,,5.8,2.77,,,72.84,66.22,17.8,1.74,,
Belize,BLZ,1981,41.9,,7.41,5.68,,,69.02,65.31,26.1,2.53,,
Bolivia,BOL,1981,39.32,,15.0,5.41,,,53.79,50.71,49.3,2.22,,
Brazil,BRA,1981,32.02,,8.41,3.94,57.9,,64.66,59.97,34.0,2.33,,
Barbados,BRB,1981,16.57,,6.25,1.85,,,74.28,70.8,16.4,0.3,,
Chile,CHL,1981,22.95,,5.98,2.69,,,73.04,66.71,13.6,1.47,,
Colombia,COL,1981,30.81,,6.02,3.71,,,70.18,64.27,22.8,2.31,,
Costa Rica,CRI,1981,30.42,,4.11,3.56,47.5,,75.69,71.27,11.3,2.72,,
Cuba,CUB,1981,13.9,,6.38,1.59,,,75.14,71.19,13.3,0.45,,
Dominica,DMA,1981,23.3,,7.28,3.11,,,73.11,69.62,13.7,-0.13,,
Dominican Republic,DOM,1981,34.42,,7.43,4.15,,,65.89,61.79,32.5,2.4,,
Ecuador,ECU,1981,34.67,,7.95,4.61,,,66.32,61.38,32.8,2.67,,
Grenada,GRD,1981,24.85,,7.57,2.99,,,70.59,65.89,,-0.52,,
Guatemala,GTM,1981,43.4,,12.16,6.12,,,59.59,50.61,37.4,2.51,,
Guyana,GUY,1981,31.56,,9.06,3.72,,,63.56,58.53,31.9,0.27,,
Honduras,HND,1981,43.7,,9.4,6.3,,,63.04,59.13,30.4,3.03,,
Haiti,HTI,1981,39.33,,15.97,5.53,,,51.51,49.04,56.5,1.93,,
Jamaica,JAM,1981,28.28,,8.55,3.51,,,70.68,67.46,21.5,1.3,,
St. Kitts and Nevis,KNA,1981,28.41,,12.4,3.3,,,67.14,61.96,24.0,-0.36,,
St. Lucia,LCA,1981,33.64,,6.35,4.28,,,70.71,66.47,16.1,1.56,,
Mexico,MEX,1981,34.34,,6.7,4.57,,,68.13,61.49,28.9,2.34,,
Nicaragua,NIC,1981,43.41,,10.41,5.84,,,62.56,54.22,30.1,2.83,,
Panama,PAN,1981,30.18,,5.23,3.72,,,72.42,67.39,21.8,2.37,,
Peru,PER,1981,35.91,,10.45,4.92,,,62.28,58.49,36.7,2.49,,
Paraguay,PRY,1981,36.86,,8.35,5.15,,,66.34,63.31,26.1,2.73,,
El Salvador,SLV,1981,39.58,,13.9,4.99,,,59.44,44.09,,0.66,,
Suriname,SUR,1981,30.28,,10.2,3.75,,,63.88,58.17,,0.02,,
Trinidad and Tobago,TTO,1981,29.26,,7.23,3.13,,,69.14,63.86,25.8,1.19,,
Uruguay,URY,1981,18.16,,9.73,2.53,43.6,,74.83,67.32,16.8,0.38,,
St. Vincent and the Grenadines,VCT,1981,30.78,,7.66,3.84,,,69.53,66.91,19.2,0.82,,
Venezuela,VEN,1981,32.83,,5.29,4.1,55.6,,71.53,66.06,,2.77,,
Argentina,ARG,1982,23.77,,8.84,3.2,,,72.56,65.56,16.3,1.6,,
Antigua and Barbuda,ATG,1982,20.64,,6.56,2.09,,,76.24,70.52,7.7,0.19,,
Bahamas,BHS,1982,21.83,,5.78,2.71,,,73.17,66.51,17.4,1.68,,
Belize,BLZ,1982,41.02,,7.23,5.5,,,69.19,65.62,25.2,2.5,,
Bolivia,BOL,1982,38.84,,14.77,5.35,,,53.98,51.02,48.6,2.18,,
Brazil,BRA,1982,31.46,,8.23,3.84,58.4,,65.12,60.38,32.9,2.28,,
Barbados,BRB,1982,16.92,,6.41,1.86,,,74.67,70.96,15.8,0.33,,
Chile,CHL,1982,22.72,,5.88,2.65,,,73.63,67.07,11.9,1.46,,
Colombia,COL,1982,30.53,,5.82,3.62,,,70.87,64.91,22.1,2.31,,
Costa Rica,CRI,1982,30.48,,4.02,3.54,,,76.06,71.74,11.2,2.74,,
Cuba,CUB,1982,15.93,,6.26,1.78,,,75.67,71.53,11.8,0.64,,
Dominica,DMA,1982,24.52,,7.33,3.17,,,73.34,69.98,13.3,-0.41,,
Dominican Republic,DOM,1982,33.81,,7.24,4.01,,,66.33,62.18,31.2,2.34,,
Ecuador,ECU,1982,34.11,,7.68,4.5,,,66.78,61.84,31.4,2.64,,
Grenada,GRD,1982,26.69,,7.64,3.15,,,70.89,66.1,,0.35,,
Guatemala,GTM,1982,43.17,,15.57,6.06,,,55.64,43.58,36.5,2.3,,
Guyana,GUY,1982,31.77,,9.05,3.68,,,63.68,58.61,31.6,0.03,,
Honduras,HND,1982,43.08,,9.07,6.18,,,63.88,59.62,29.4,3.0,,
