country_name,country_code,year,births_per_1000,death_by_injury_percentage,deaths_per_1000,births_per_woman,gini_index,hospital_beds_per_1000,female_life_expectancy,male_life_expectancy,neonatal_deaths_per_1000,annual_population_growth_percentage,population_in_slums_percentage,prenatal_care_percentage
Grenada,GRD,2001,17.28,,7.26,2.42,,,75.85,70.36,7.8,0.5,,
Guatemala,GTM,2001,34.16,,6.13,4.5,,,70.64,64.36,20.7,2.3,,
Guyana,GUY,2001,25.04,,7.63,2.96,,2.9,67.84,61.28,26.5,-0.05,,95.3
Honduras,HND,2001,33.36,,5.15,4.15,55.4,0.6,70.73,66.41,17.4,2.7,,82.6
Haiti,HTI,2001,31.28,,10.14,4.25,59.0,,60.36,56.82,29.4,1.82,,
Jamaica,JAM,2001,19.68,,6.85,2.3,,1.5,73.22,69.38,15.9,0.63,,70.1
St. Kitts and Nevis,KNA,2001,17.28,,9.22,2.08,,4.3,73.01,66.77,14.6,1.13,,
St. Lucia,LCA,2001,18.03,,6.43,2.12,,,74.09,68.71,11.8,1.02,,
Mexico,MEX,2001,23.78,,5.43,2.67,,1.09,75.24,70.56,13.3,1.48,,
Nicaragua,NIC,2001,27.03,,5.98,3.0,52.9,,70.05,63.96,16.0,1.29,,85.5
Panama,PAN,2001,23.22,,4.76,2.72,56.7,2.24,77.07,70.75,11.7,1.95,,
Peru,PER,2001,23.03,,5.59,2.74,51.3,,72.11,68.59,14.8,1.37,,
Paraguay,PRY,2001,25.93,,5.26,3.36,54.6,0.77,72.56,68.11,17.6,1.69,,
El Salvador,SLV,2001,25.83,,6.67,2.93,51.3,,72.5,63.38,13.7,0.41,,
Suriname,SUR,2001,25.36,,8.2,3.06,,3.6,68.03,61.93,16.9,2.06,,
Trinidad and Tobago,TTO,2001,14.73,,6.86,1.7,,3.4,71.61,66.13,19.4,0.44,,
Uruguay,URY,2001,15.7,,9.36,2.16,45.0,,79.12,70.94,8.3,0.25,,
St. Vincent and the Grenadines,VCT,2001,18.91,,8.07,2.3,,4.7,73.17,67.86,13.4,-0.04,,
Venezuela,VEN,2001,23.6,,5.52,2.78,47.2,0.8,75.35,67.02,10.3,1.83,,
Argentina,ARG,2002,18.7,,7.53,2.49,53.8,,77.91,70.7,10.7,1.07,19.57,
Antigua and Barbuda,ATG,2002,17.11,,6.16,1.94,,2.3,78.52,71.82,10.6,1.26,,92.0
Bahamas,BHS,2002,16.3,,6.5,1.98,,3.19,76.35,69.83,8.2,1.15,,
Belize,BLZ,2002,28.69,,5.38,3.43,,,72.36,67.11,11.3,3.03,15.76,98.0
Bolivia,BOL,2002,28.53,,9.36,3.8,59.3,,65.38,60.93,28.0,1.67,55.68,
Brazil,BRA,2002,18.49,,6.13,2.08,58.1,2.56,73.84,67.08,16.3,1.24,31.43,
Barbados,BRB,2002,14.22,,9.04,1.86,,,76.99,72.46,9.2,0.65,,
Chile,CHL,2002,15.25,,5.01,1.93,,2.54,80.9,74.68,5.3,1.1,10.97,
Colombia,COL,2002,21.35,,5.46,2.49,56.0,,75.79,67.49,12.7,1.54,19.83,
Costa Rica,CRI,2002,18.19,,3.86,2.16,51.8,1.53,80.44,75.4,7.3,1.65,11.78,
Cuba,CUB,2002,12.53,,7.33,1.64,,5.0,78.88,74.76,3.9,0.3,2.15,
Dominica,DMA,2002,16.19,,9.91,2.16,,3.9,74.69,69.31,13.5,0.12,,
Dominican Republic,DOM,2002,24.38,,5.55,2.76,49.7,,74.08,67.52,22.9,1.5,27.79,98.5
Ecuador,ECU,2002,24.66,,4.91,2.97,,1.5,76.27,70.11,12.8,1.75,57.85,
Grenada,GRD,2002,17.21,,7.28,2.38,,6.9,75.98,70.46,7.9,0.39,,99.0
Guatemala,GTM,2002,33.27,,5.97,4.37,,0.5,71.1,64.69,20.2,2.29,53.26,84.3
Guyana,GUY,2002,23.76,,7.76,2.84,,,67.51,61.19,26.0,-0.11,26.1,
Honduras,HND,2002,32.38,,5.04,4.0,55.7,0.58,70.95,66.63,16.9,2.64,44.4,
Haiti,HTI,2002,30.57,,9.88,4.12,,,60.88,57.21,29.2,1.78,59.98,
Jamaica,JAM,2002,19.43,,6.72,2.27,48.3,1.5,73.46,69.53,15.7,0.61,,98.1
St. Kitts and Nevis,KNA,2002,16.94,,9.0,2.04,,5.5,73.51,67.14,14.0,0.56,,
St. Lucia,LCA,2002,17.33,,6.35,2.03,,3.2,74.79,68.75,12.1,0.87,4.85,
Mexico,MEX,2002,23.38,,5.45,2.63,50.6,1.1,75.38,70.81,12.3,1.44,30.45,
Nicaragua,NIC,2002,26.28,,5.74,2.89,,,70.99,64.87,15.3,1.21,70.34,
Panama,PAN,2002,22.92,,4.7,2.7,56.1,2.2,77.4,71.14,11.3,1.93,44.36,
Peru,PER,2002,22.6,,5.61,2.69,53.6,,72.75,68.98,13.9,1.19,45.56,
Paraguay,PRY,2002,25.11,,5.22,3.23,57.3,0.83,72.86,68.32,17.2,1.41,39.03,
El Salvador,SLV,2002,24.41,,6.68,2.78,51.9,,73.17,63.83,12.8,0.31,49.5,
Suriname,SUR,2002,24.25,,8.31,2.96,,,68.47,62.42,17.0,2.03,8.27,90.0
Trinidad and Tobago,TTO,2002,14.53,,6.78,1.67,,,72.09,66.37,19.2,0.48,11.06,95.8
Uruguay,URY,2002,15.64,,9.52,2.16,45.5,,79.04,71.01,8.2,0.14,23.7,
St. Vincent and the Grenadines,VCT,2002,18.24,,7.94,2.22,,4.5,73.05,68.45,13.5,-0.14,,
Venezuela,VEN,2002,23.28,,4.93,2.74,48.9,,76.86,69.02,9.8,1.81,26.41,
Argentina,ARG,2003,18.41,,7.74,2.45,51.0,,77.81,70.8,10.1,1.03,,
Antigua and Barbuda,ATG,2003,16.44,,6.26,1.89,,2.5,78.28,72.15,10.3,1.1,,
Bahamas,BHS,2003,16.02,,6.54,1.97,,3.21,76.54,70.02,8.4,1.2,,
Belize,BLZ,2003,27.92,,5.29,3.34,,1.3,72.6,67.44,10.9,2.99,,
Bolivia,BOL,2003,28.14,,9.15,3.72,,1.0,65.78,61.3,27.4,1.68,,79.0
Brazil,BRA,2003,17.82,,6.03,2.01,57.6,2.4,74.34,67.56,15.4,1.18,,96.8
Barbados,BRB,2003,14.04,,9.07,1.86,,7.3,77.04,72.51,9.4,0.61,,100.0
Chile,CHL,2003,14.79,,5.16,1.88,51.5,2.51,80.76,74.98,5.3,1.05,,
Colombia,COL,2003,20.93,,5.24,2.45,53.6,1.1,76.29,68.47,12.4,1.51,,
Costa Rica,CRI,2003,17.57,,3.86,2.08,49.3,1.5,80.69,75.7,7.2,1.54,,
Cuba,CUB,2003,12.11,,7.1,1.63,,4.95,79.6,75.32,3.7,0.29,,
Dominica,DMA,2003,15.6,,9.96,2.08,,3.9,74.69,69.35,14.1,0.24,,100.0
Dominican Republic,DOM,2003,23.74,,5.56,2.7,52.1,2.1,74.15,67.72,22.9,1.44,,
Ecuador,ECU,2003,24.18,,4.82,2.91,53.5,1.39,76.78,70.54,12.2,1.76,,
Grenada,GRD,2003,17.14,,7.27,2.33,,5.7,76.15,70.61,7.9,0.44,,99.0
Guatemala,GTM,2003,32.47,,5.84,4.25,,,71.4,65.11,19.7,2.25,,
Guyana,GUY,2003,22.7,,7.84,2.75,,,67.48,61.1,25.6,-0.07,,90.0
Honduras,HND,2003,31.36,,4.97,3.84,58.1,0.59,71.15,66.76,16.4,2.57,,
Haiti,HTI,2003,30.16,,9.67,4.05,,,61.38,57.52,29.2,1.75,,
Jamaica,JAM,2003,19.19,,6.64,2.24,,1.4,73.71,69.51,15.5,0.61,,
St. Kitts and Nevis,KNA,2003,16.75,,8.76,2.0,,5.5,73.99,67.5,13.4,0.34,,71.3
St. Lucia,LCA,2003,16.62,,6.22,1.94,,2.9,75.31,69.19,12.4,0.82,,
Mexico,MEX,2003,22.83,,5.47,2.58,,1.06,75.55,71.04,11.3,1.4,,
Nicaragua,NIC,2003,25.92,,5.56,2.83,,0.9,71.77,65.68,14.7,1.18,,
Panama,PAN,2003,22.65,,4.64,2.68,55.6,2.17,77.78,71.5,10.8,1.91,,
Peru,PER,2003,22.33,,5.68,2.66,53.1,1.4,73.33,69.35,13.2,1.07,,
Paraguay,PRY,2003,24.41,,5.18,3.12,54.9,0.81,73.16,68.54,16.8,1.23,,
El Salvador,SLV,2003,23.14,,6.83,2.64,50.4,,73.39,64.11,12.1,0.2,,86.0
Suriname,SUR,2003,23.02,,8.42,2.84,,,68.98,62.94,17.0,1.97,,
Trinidad and Tobago,TTO,2003,14.41,,6.81,1.65,,3.3,72.41,66.51,18.9,0.5,,
Uruguay,URY,2003,15.28,,9.6,2.12,45.0,1.9,79.12,71.14,8.1,0.07,,
St. Vincent and the Grenadines,VCT,2003,17.62,,8.22,2.14,,4.5,73.25,67.91,13.6,-0.18,,
Venezuela,VEN,2003,22.94,,5.29,2.7,47.9,0.9,76.16,68.2,9.9,1.78,,
Argentina,ARG,2004,18.3,,7.53,2.43,48.5,,78.18,71.5,9.6,1.01,18.84,
Antigua and Barbuda,ATG,2004,15.95,,6.33,1.85,,2.4,78.18,72.27,9.9,1.07,,100.0
Bahamas,BHS,2004,15.97,,6.65,1.98,,3.17,76.54,70.06,8.6,1.23,,
Belize,BLZ,2004,27.27,,5.2,3.25,,1.3,72.95,67.76,10.5,2.95,15.76,
Bolivia,BOL,2004,27.69,,8.96,3.63,55.0,1.0,66.13,61.68,26.9,1.68,53.42,79.1
Brazil,BRA,2004,17.5,,5.96,1.97,56.5,,74.82,68.02,14.6,1.13,28.13,97.2
Barbados,BRB,2004,13.47,,8.97,1.8,,7.3,77.3,72.82,9.6,0.57,,100.0
Chile,CHL,2004,14.42,,5.14,1.84,,2.41,81.1,75.42,5.4,1.01,7.32,
Colombia,COL,2004,20.28,,5.15,2.38,55.0,1.2,76.59,69.05,12.0,1.47,18.49,93.5
Costa Rica,CRI,2004,17.14,,3.86,2.03,48.4,1.46,81.05,75.92,7.1,1.47,10.87,91.7
Cuba,CUB,2004,11.26,,7.32,1.55,,4.93,79.57,75.2,3.5,0.26,2.15,100.0
Dominica,DMA,2004,15.24,,10.0,2.02,,3.9,74.74,69.4,14.7,0.17,,100.0
Dominican Republic,DOM,2004,23.1,,5.66,2.64,52.1,,73.88,67.71,23.0,1.37,25.43,
Ecuador,ECU,2004,23.73,,4.81,2.85,53.9,1.57,77.09,70.71,11.7,1.75,57.8,84.2
Grenada,GRD,2004,17.07,,7.62,2.28,,,74.98,70.04,7.9,0.4,,
Guatemala,GTM,2004,31.73,,5.83,4.13,,,71.54,65.06,19.2,2.22,51.02,
Guyana,GUY,2004,22.02,,7.9,2.68,,,67.74,61.07,25.2,-0.09,25.32,
Honduras,HND,2004,30.49,,4.9,3.71,58.1,0.58,71.34,66.92,16.0,2.49,43.24,
Haiti,HTI,2004,29.64,,10.11,3.94,,,60.42,56.64,29.3,1.7,58.67,
Jamaica,JAM,2004,18.8,,6.63,2.2,45.5,1.8,73.79,69.36,15.5,0.59,,
St. Kitts and Nevis,KNA,2004,16.51,,8.62,1.96,,6.0,74.27,67.82,12.8,0.3,,100.0
St. Lucia,LCA,2004,16.03,,6.2,1.86,,,75.58,69.44,12.6,0.77,4.5,99.2
Mexico,MEX,2004,22.37,,5.52,2.54,50.3,1.07,75.66,71.17,10.5,1.37,28.73,
Nicaragua,NIC,2004,25.68,,5.4,2.78,,0.9,72.52,66.46,14.2,1.18,69.07,
Panama,PAN,2004,22.55,,4.62,2.68,54.8,2.1,78.05,71.77,10.4,1.9,40.05,
Peru,PER,2004,22.39,,5.89,2.67,49.9,0.9,73.67,69.38,12.7,0.98,43.72,91.1
Paraguay,PRY,2004,24.09,,5.18,3.05,52.3,0.78,73.45,68.77,16.4,1.15,36.03,94.2
El Salvador,SLV,2004,22.06,,6.93,2.52,47.8,,73.88,64.6,11.4,0.1,49.5,
Suriname,SUR,2004,22.05,,8.53,2.74,,3.1,69.59,63.52,17.0,1.47,9.1,90.0
Trinidad and Tobago,TTO,2004,14.29,,6.74,1.63,,,72.93,66.84,18.6,0.5,11.06,
Uruguay,URY,2004,15.08,,9.57,2.09,45.9,,79.26,71.45,7.7,0.06,23.68,
St. Vincent and the Grenadines,VCT,2004,17.11,,8.32,2.09,,4.5,73.28,67.93,13.6,-0.27,,
Venezuela,VEN,2004,22.42,,5.11,2.64,47.3,,76.7,69.01,10.2,1.72,25.7,
Argentina,ARG,2005,18.31,,7.39,2.43,47.8,4.0,78.63,71.77,9.2,1.03,,99.2
Antigua and Barbuda,ATG,2005,15.61,,6.34,1.83,,2.4,78.3,72.24,9.5,1.13,,99.9
Bahamas,BHS,2005,16.09,,6.72,2.01,,3.07,76.77,70.19,8.7,1.2,,
Belize,BLZ,2005,26.72,,5.16,3.17,,1.2,73.04,68.02,10.1,2.92,,94.0
Bolivia,BOL,2005,27.33,,8.79,3.56,58.5,1.06,66.52,62.02,26.3,1.69,,
Brazil,BRA,2005,17.18,,5.9,1.94,56.3,2.5,75.29,68.48,13.9,1.1,,97.4
Barbados,BRB,2005,12.91,,9.12,1.74,,6.7,77.18,72.56,9.8,0.53,,100.0
Chile,CHL,2005,14.23,,5.24,1.82,,2.31,81.26,75.59,5.5,0.99,,
Colombia,COL,2005,19.58,,5.08,2.31,53.9,,76.84,69.57,11.7,1.4,,93.5
Costa Rica,CRI,2005,17.25,,3.84,2.04,47.5,1.32,81.41,76.29,7.1,1.45,,
Cuba,CUB,2005,10.62,,7.36,1.49,,4.88,79.82,75.38,3.3,0.21,,100.0
Dominica,DMA,2005,15.02,,10.09,2.0,,3.9,74.79,69.44,15.3,0.12,,100.0
Dominican Republic,DOM,2005,22.46,,5.62,2.57,50.0,2.0,74.03,68.16,23.1,1.31,,
Ecuador,ECU,2005,23.32,,4.88,2.8,53.1,1.55,77.13,70.76,11.2,1.73,,
Grenada,GRD,2005,17.02,,7.22,2.24,,4.1,76.57,71.03,7.9,0.38,,100.0
Guatemala,GTM,2005,30.78,,5.88,3.97,,0.7,71.34,65.09,18.6,2.16,,
Guyana,GUY,2005,21.66,,7.92,2.65,,2.8,67.7,61.4,24.8,-0.2,,90.5
Honduras,HND,2005,29.61,,4.85,3.58,59.5,0.58,71.49,67.07,15.6,2.43,,
Haiti,HTI,2005,29.16,,9.22,3.84,,,62.46,58.21,29.3,1.68,,
Jamaica,JAM,2005,18.36,,6.63,2.15,,1.7,73.96,69.12,15.4,0.55,,90.5
St. Kitts and Nevis,KNA,2005,16.32,,8.56,1.93,,5.7,74.43,68.11,12.4,0.26,,100.0
St. Lucia,LCA,2005,15.63,,6.25,1.81,,3.0,75.68,69.52,12.7,0.73,,99.2
Mexico,MEX,2005,21.91,,5.54,2.5,50.9,1.05,75.88,71.35,9.8,1.35,,
Nicaragua,NIC,2005,25.61,,5.21,2.76,48.8,0.81,73.4,67.32,13.8,1.3,,
Panama,PAN,2005,22.1,,4.59,2.64,53.8,1.99,78.4,72.04,9.9,1.89,,
Peru,PER,2005,22.09,,5.93,2.64,50.4,,74.24,69.9,12.1,0.89,,
Paraguay,PRY,2005,23.72,,5.18,2.97,51.4,0.81,73.74,69.01,16.0,1.11,,
El Salvador,SLV,2005,21.37,,7.24,2.44,48.5,0.9,74.02,64.53,10.8,0.02,,
Suriname,SUR,2005,21.7,,8.15,2.71,,,70.24,64.13,16.9,1.04,,
Trinidad and Tobago,TTO,2005,14.33,,6.74,1.62,,2.6,73.22,67.14,18.3,-3.86,,
Uruguay,URY,2005,15.1,,9.34,2.1,44.7,1.04,79.8,71.91,7.3,0.08,,97.1
St. Vincent and the Grenadines,VCT,2005,16.88,,8.44,2.07,,4.5,73.31,67.94,13.6,-0.34,,95.0
Venezuela,VEN,2005,22.37,,5.08,2.63,49.3,,76.97,69.38,10.3,1.68,,
Argentina,ARG,2006,18.16,,7.44,2.4,46.4,,78.44,72.02,8.8,1.03,18.11,
Antigua and Barbuda,ATG,2006,15.46,,6.26,1.83,,2.4,78.58,72.25,9.1,1.24,,
Bahamas,BHS,2006,16.03,,6.83,2.02,,3.03,76.87,70.18,8.7,1.29,,98.0
Belize,BLZ,2006,25.52,,5.12,3.02,,1.3,73.23,68.23,9.7,2.87,15.75,94.0
Bolivia,BOL,2006,27.34,,8.65,3.53,56.7,1.09,66.82,62.4,25.6,1.7,51.15,
Brazil,BRA,2006,16.69,,5.84,1.9,55.6,2.45,75.74,68.95,13.2,1.06,24.82,97.8
Barbados,BRB,2006,12.55,,9.12,1.7,,6.6,77.23,72.69,9.9,0.48,,100.0
Chile,CHL,2006,14.0,,5.38,1.8,47.7,2.33,81.2,75.8,5.5,0.98,7.3,
Colombia,COL,2006,18.96,,5.04,2.24,,1.0,77.09,69.99,11.4,1.33,17.14,
Costa Rica,CRI,2006,16.43,,3.89,1.94,49.3,1.29,81.66,76.39,7.0,1.4,9.95,91.7
Cuba,CUB,2006,9.87,,7.7,1.4,,4.86,79.64,75.28,3.1,0.14,3.2,
Dominica,DMA,2006,15.55,,10.25,2.07,,,74.79,69.43,16.0,0.1,,
Dominican Republic,DOM,2006,21.86,,5.68,2.51,52.0,,73.89,68.3,23.3,1.25,23.07,97.0
Ecuador,ECU,2006,22.97,,4.92,2.75,52.2,1.42,77.22,70.88,10.7,1.72,57.8,
Grenada,GRD,2006,16.9,,7.21,2.19,,,76.78,71.27,8.0,0.36,,
Guatemala,GTM,2006,30.02,,5.67,3.84,54.5,,72.03,65.65,18.2,2.12,48.79,
Guyana,GUY,2006,21.72,,7.85,2.66,,2.5,68.03,61.94,24.4,-0.26,23.67,
Honduras,HND,2006,28.74,,4.79,3.45,57.5,0.54,71.71,67.19,15.3,2.36,40.9,91.7
Haiti,HTI,2006,28.88,,9.04,3.76,,,63.01,58.52,29.2,1.7,57.37,84.5
Jamaica,JAM,2006,17.85,,6.66,2.09,,2.0,73.95,68.94,15.4,0.52,,
St. Kitts and Nevis,KNA,2006,16.13,,8.52,1.9,,,74.63,68.32,12.1,0.28,,
St. Lucia,LCA,2006,15.3,,6.23,1.76,,2.9,75.92,69.78,12.8,0.72,3.9,99.2
Mexico,MEX,2006,21.48,,5.58,2.46,49.7,1.03,76.03,71.44,9.4,1.35,27.02,97.7
Nicaragua,NIC,2006,25.43,,5.12,2.73,,0.79,73.96,67.92,13.5,1.43,67.81,
Panama,PAN,2006,21.78,,4.58,2.62,54.6,2.06,78.73,72.25,9.5,1.85,35.74,
Peru,PER,2006,21.82,,6.08,2.62,50.3,,74.61,70.22,11.6,0.79,41.87,91.0
Paraguay,PRY,2006,23.3,,5.17,2.89,53.0,0.8,74.03,69.26,15.5,1.04,33.04,
El Salvador,SLV,2006,20.97,,7.5,2.4,45.7,0.9,74.33,64.75,10.2,-0.05,46.49,
Suriname,SUR,2006,21.67,,7.81,2.73,,3.3,70.9,64.74,16.6,1.09,9.94,89.9
Trinidad and Tobago,TTO,2006,14.39,,6.77,1.62,,2.7,73.56,67.32,18.0,0.27,10.28,95.7
Uruguay,URY,2006,14.83,,9.42,2.07,45.9,0.99,79.91,71.91,6.7,0.11,19.95,
St. Vincent and the Grenadines,VCT,2006,16.48,,8.62,2.03,,,73.25,67.97,13.6,-0.39,,
Venezuela,VEN,2006,22.1,,5.2,2.6,44.7,,77.18,69.01,10.2,1.63,25.7,
Argentina,ARG,2007,17.97,,7.9,2.37,46.3,,77.92,71.57,8.4,0.99,,
Antigua and Barbuda,ATG,2007,15.59,,6.16,1.86,,2.0,78.82,72.43,8.6,1.36,,100.0
Bahamas,BHS,2007,16.12,,6.95,2.04,,3.01,76.94,70.13,8.7,1.41,,98.0
Belize,BLZ,2007,24.45,,5.1,2.88,,1.2,73.36,68.34,9.6,2.82,,
Bolivia,BOL,2007,26.87,,8.46,3.45,54.5,1.09,67.3,62.75,24.8,1.71,,
Brazil,BRA,2007,16.24,,5.79,1.85,54.9,2.47,76.19,69.37,12.6,1.01,,96.7
Barbados,BRB,2007,12.85,,9.06,1.76,,,77.51,72.84,9.9,0.48,,100.0
Chile,CHL,2007,14.19,,5.49,1.83,,2.29,81.25,76.0,5.4,0.98,,
Colombia,COL,2007,18.55,,5.07,2.19,,1.0,77.28,70.3,11.0,1.27,,
Costa Rica,CRI,2007,16.6,,3.99,1.95,49.3,1.27,81.8,76.35,6.9,1.35,,
Cuba,CUB,2007,10.02,,7.84,1.44,,4.86,79.66,75.53,3.1,0.08,,100.0
Dominica,DMA,2007,15.12,,10.49,2.02,,4.0,74.72,69.32,16.8,0.06,,100.0
Dominican Republic,DOM,2007,21.83,,5.75,2.51,48.9,1.21,73.92,68.35,23.5,1.22,,98.9
Ecuador,ECU,2007,22.6,,4.92,2.7,53.4,1.44,77.42,71.11,10.2,1.71,,
Grenada,GRD,2007,16.8,,7.21,2.15,,2.6,76.99,71.53,8.1,0.35,,100.0
Guatemala,GTM,2007,29.42,,5.52,3.72,,0.7,72.48,66.19,17.7,2.11,,
Guyana,GUY,2007,21.89,,7.7,2.68,,1.9,68.69,62.51,23.9,-0.28,,81.4
Honduras,HND,2007,28.11,,4.75,3.35,55.8,0.56,71.89,67.36,15.0,2.3,,
Haiti,HTI,2007,28.55,,8.9,3.69,,1.3,63.42,58.82,29.1,1.69,,
Jamaica,JAM,2007,17.31,,6.66,2.02,,1.7,74.06,68.86,15.4,0.47,,
St. Kitts and Nevis,KNA,2007,15.9,,8.59,1.87,,,74.72,68.4,11.8,0.29,,100.0
St. Lucia,LCA,2007,14.77,,6.3,1.7,,2.8,75.89,69.93,12.8,0.67,,99.2
Mexico,MEX,2007,21.11,,5.62,2.42,,1.06,76.14,71.42,9.2,1.41,,
Nicaragua,NIC,2007,25.18,,5.1,2.7,,0.88,74.17,68.18,13.3,1.44,,90.2
Panama,PAN,2007,21.59,,4.59,2.61,52.7,2.09,79.02,72.46,9.1,1.83,,
Peru,PER,2007,21.45,,6.2,2.58,50.0,1.2,74.94,70.7,11.0,0.73,,
Paraguay,PRY,2007,23.02,,5.19,2.82,53.0,0.8,74.33,69.44,15.1,0.98,,
El Salvador,SLV,2007,20.57,,7.79,2.35,45.2,0.7,74.51,64.95,9.6,0.12,,
Suriname,SUR,2007,21.57,,7.51,2.74,,3.1,71.6,65.35,16.2,1.14,,
Trinidad and Tobago,TTO,2007,14.37,,6.74,1.62,,2.7,73.94,67.66,17.7,0.4,,
Uruguay,URY,2007,14.61,,9.33,2.05,46.4,0.98,80.14,72.16,6.1,0.17,,96.2
St. Vincent and the Grenadines,VCT,2007,16.59,,8.82,2.06,,3.0,73.23,68.02,13.5,-0.43,,
Venezuela,VEN,2007,21.51,,5.15,2.52,,1.3,77.66,69.28,10.1,1.55,,
Argentina,ARG,2008,18.46,,7.52,2.43,45.0,,78.58,72.19,8.1,1.01,17.39,
Antigua and Barbuda,ATG,2008,16.99,,6.01,2.04,,1.7,79.17,72.78,8.2,1.47,,100.0
Bahamas,BHS,2008,15.83,,7.08,2.0,,2.97,77.01,70.04,8.6,1.35,,
Belize,BLZ,2008,23.68,,5.14,2.78,,1.14,73.38,68.35,9.7,2.75,15.75,
Bolivia,BOL,2008,26.44,,8.31,3.36,50.8,1.08,67.64,63.13,23.9,1.69,48.89,85.8
Brazil,BRA,2008,15.8,,5.78,1.82,54.0,2.57,76.58,69.73,12.0,0.96,21.51,
Barbados,BRB,2008,12.76,,9.13,1.76,,7.6,77.54,72.89,9.8,0.52,,
Chile,CHL,2008,14.35,,5.62,1.85,,2.28,81.29,76.17,5.3,1.0,7.3,
Colombia,COL,2008,18.19,,5.01,2.15,55.3,,77.66,70.82,10.7,1.2,15.8,
Costa Rica,CRI,2008,16.81,,4.08,1.98,48.6,1.23,81.9,76.42,6.8,1.36,9.04,89.9
Cuba,CUB,2008,10.91,,8.0,1.58,,4.64,79.66,75.6,3.0,0.04,4.25,
Dominica,DMA,2008,14.67,,10.72,1.97,,3.8,74.84,69.33,17.7,0.01,,100.0
Dominican Republic,DOM,2008,22.12,,5.76,2.55,48.1,1.59,74.37,68.41,23.7,1.23,20.7,
Ecuador,ECU,2008,22.5,,4.81,2.69,49.8,1.63,77.92,71.55,9.8,1.71,,
Grenada,GRD,2008,16.67,,7.24,2.12,,2.6,77.18,71.78,8.3,0.34,,
Guatemala,GTM,2008,28.68,,5.48,3.57,,0.6,72.66,66.4,17.3,2.05,46.55,
Guyana,GUY,2008,22.03,,7.73,2.7,,,68.98,62.74,23.5,-0.3,22.02,
Honduras,HND,2008,27.52,,4.74,3.26,55.5,0.51,72.01,67.47,14.7,2.24,38.56,
Haiti,HTI,2008,28.28,,8.83,3.62,,,63.64,58.98,28.9,1.67,56.06,
Jamaica,JAM,2008,16.73,,6.62,1.95,,,74.16,68.95,15.3,0.44,,99.0
St. Kitts and Nevis,KNA,2008,15.58,,8.7,1.83,,5.5,74.71,68.49,11.7,0.28,,
St. Lucia,LCA,2008,14.55,,6.44,1.7,,,75.92,70.12,12.7,0.62,3.35,
Mexico,MEX,2008,20.82,,5.68,2.39,50.8,1.04,76.12,71.25,9.2,1.46,25.3,
Nicaragua,NIC,2008,24.89,,5.1,2.66,,0.87,74.34,68.41,13.0,1.43,67.2,
Panama,PAN,2008,21.43,,4.58,2.61,52.7,2.21,79.35,72.65,8.7,1.82,31.43,
Peru,PER,2008,20.91,,6.5,2.53,47.5,1.5,75.07,70.6,10.5,0.66,40.02,94.5
Paraguay,PRY,2008,22.99,,5.21,2.79,50.7,0.82,74.62,69.61,14.7,0.97,30.04,96.3
El Salvador,SLV,2008,20.05,,7.59,2.29,46.9,0.8,74.69,65.38,9.2,0.32,40.49,94.0
Suriname,SUR,2008,21.34,,7.28,2.73,,,72.21,65.86,15.8,1.17,10.78,
Trinidad and Tobago,TTO,2008,14.29,,6.74,1.62,,2.5,74.29,67.95,17.4,0.41,9.5,
Uruguay,URY,2008,14.45,,9.35,2.03,45.1,0.95,80.22,72.29,5.5,0.21,16.22,
St. Vincent and the Grenadines,VCT,2008,17.13,,8.99,2.15,,,73.33,68.25,13.4,-0.45,,99.5
Venezuela,VEN,2008,21.06,,5.52,2.48,,,77.2,68.27,10.2,1.45,,
Argentina,ARG,2009,18.23,,7.48,2.4,43.8,,78.59,72.45,7.8,1.06,,
Antigua and Barbuda,ATG,2009,16.58,,5.89,2.01,,2.2,79.51,73.05,7.8,1.51,,
Bahamas,BHS,2009,15.92,,7.2,2.01,,2.95,77.06,70.0,8.4,1.3,,
Belize,BLZ,2009,22.75,,5.14,2.66,,1.11,73.58,68.44,10.0,2.68,,
Bolivia,BOL,2009,26.02,,8.17,3.29,49.2,1.05,67.96,63.51,22.9,1.67,,
Brazil,BRA,2009,15.56,,5.78,1.8,53.7,2.55,76.93,70.08,11.5,0.9,,98.2
Barbados,BRB,2009,12.76,,9.11,1.77,,6.8,77.73,73.02,9.7,0.52,,
Chile,CHL,2009,14.36,,5.69,1.86,47.4,2.28,81.3,76.42,5.3,1.01,,
Colombia,COL,2009,17.66,,5.03,2.1,54.3,,77.87,71.25,10.4,1.16,,
Costa Rica,CRI,2009,16.52,,4.13,1.95,50.6,1.22,82.05,76.64,6.7,1.34,,
Cuba,CUB,2009,11.54,,8.21,1.68,,4.57,79.59,75.64,2.9,0.03,,100.0
Dominica,DMA,2009,14.25,,11.06,1.92,,3.8,74.76,69.22,18.6,0.01,,
Dominican Republic,DOM,2009,22.34,,5.75,2.57,48.9,1.46,74.94,68.4,23.8,1.27,,
Ecuador,ECU,2009,22.43,,4.83,2.68,48.5,1.52,78.07,71.78,9.4,1.71,,
Grenada,GRD,2009,16.5,,7.31,2.08,,2.4,77.33,72.01,8.7,0.32,,
Guatemala,GTM,2009,28.2,,5.46,3.46,,0.6,72.78,66.64,16.8,1.99,,93.2
Guyana,GUY,2009,22.06,,7.75,2.69,,2.0,69.35,63.01,23.1,-0.33,,92.1
